              disk0       cpu
    KB/t  tps  MB/s  us sy id
    7.92  658  5.09  15  8 77
    8.42   38  0.31  16  7 77
   10.15   26  0.26  12  5 82
    9.36  237  2.17  14  8 78
    0.00    0  0.00  13  6 81
   14.24   66  0.91  15  6 79
    8.50    8  0.07  19  8 74
    7.08   83  0.57  14  6 80
    0.00    0  0.00  14  6 81
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.04   23  0.20  13  5 82
    9.79   29  0.28   9  4 87
   10.62   52  0.54  10  4 86
  101.33    3  0.30  12  5 83
    8.78   51  0.44  13  7 81
    9.60    5  0.05  11  5 84
    9.00   44  0.39  15  6 79
   17.85  489  8.52  15 10 75
    5.56  261  1.42  12  7 81
    8.24  203  1.63  10  7 82
   18.93  238  4.40   9  6 85
   18.99  110  2.05   9  4 87
    5.30  728  3.77  12  6 82
    6.90  119  0.80  13  6 81
    8.62   71  0.60  13  7 79
    8.36   11  0.09  14  5 81
   10.18   57  0.56  14  5 81
   45.53   34  1.50  11  5 84
   25.25  575 14.19  11  6 84
    7.69  127  0.96  14  6 80
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.52   23  0.19   8  4 88
   39.58   48  1.85   9  6 85
    9.69   45  0.42  11  5 84
   20.68  112  2.25  18  7 75
   10.35  498  5.04  15  9 76
   11.19 1186 12.96  17 11 72
   10.55   80  0.82  10  4 86
   13.64   39  0.52   7  3 89
    7.40   20  0.14   9  5 86
    6.02   87  0.51   9  5 87
    5.95  126  0.73   9  4 87
   12.65  105  1.29   8  4 88
    8.18   45  0.36  10  4 87
   13.82  112  1.51   6  3 90
   11.15   85  0.92  10  6 84
    5.18  105  0.53   9  5 86
   11.22  291  3.18  17  6 77
    8.89  472  4.09  11  5 85
   21.53  130  2.74  12  6 82
   16.39  326  5.21  12 12 76
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.74   53  0.50  12  5 83
    9.50   16  0.15  12  6 82
   10.24   41  0.41  13  6 80
    4.00    2  0.01  13  6 81
    9.38  184  1.69  17  8 75
    0.00    0  0.00  10  5 86
    7.89  252  1.94  11  5 84
   12.00   30  0.35  11  8 80
    9.26   19  0.17  11  4 85
   16.00    1  0.02   5  2 93
    8.52   23  0.19   6  3 91
    9.52   21  0.19   7  3 90
    8.68   53  0.45   7  3 90
   16.15   55  0.86   7  3 90
   36.84   38  1.36   8  5 87
    4.87  137  0.65   6  2 92
    8.00   14  0.11   8  3 89
    9.14    7  0.06   6  2 92
    8.73   11  0.09   7  3 91
    0.00    0  0.00   5  2 93
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   12.00   23  0.27   9  3 89
    8.71   56  0.47   7  3 90
    8.43   28  0.23   8  4 88
   28.80   15  0.42   9  4 86
   48.49   49  2.31  11  7 82
   14.59  327  4.67  15  8 77
   12.00   30  0.35  16  7 77
    7.25   16  0.11  11  5 84
   18.59   17  0.31  10  4 85
   12.26  637  7.63   8  8 84
    8.46   26  0.21  12  6 82
   10.00   44  0.43  10  4 85
    6.76  115  0.76   8  3 89
    6.80   97  0.64   5  3 92
    9.48  164  1.52   7  4 89
    5.62   37  0.20   6  3 91
    8.00    4  0.03   7  3 91
    8.62   26  0.22   8  4 89
    8.00    2  0.02   6  2 92
    7.63  174  1.30   9  3 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   16.91   70  1.15   7  3 90
    8.19   64  0.51   8  4 88
    9.33   12  0.11   7  4 89
   19.54   26  0.49   9  3 87
    6.29   14  0.09   6  4 90
   11.43    7  0.08   5  2 93
    8.00    4  0.03   8  3 89
    9.85   13  0.12   6  3 91
    7.50   16  0.12   7  3 90
    8.00   12  0.09   7  2 90
    8.00    4  0.03   6  2 92
    9.37   35  0.32   6  3 91
   18.46   13  0.23   6  3 91
    5.97  137  0.80   5  3 91
    7.00   16  0.11   6  4 90
   12.98  114  1.44   6  3 91
   11.64   11  0.12   8  3 89
   12.69   29  0.36   7  3 90
   37.66  286 10.51   7  4 90
   11.71  398  4.55   6  7 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.71    7  0.09   6  2 92
   10.98   43  0.46   7  3 90
   11.08   13  0.14   6  2 91
    8.33   12  0.10   5  2 93
    7.90   39  0.30   8  5 87
    9.00   16  0.14   6  2 92
    0.00    0  0.00   7  2 91
    8.38   21  0.17   7  3 90
    0.00    0  0.00   4  2 94
    9.45  464  4.28  10 10 80
    8.14  719  5.72  12  9 79
    8.27  326  2.63  17  6 77
   16.35   23  0.37  17  3 80
    7.31   29  0.21  18  3 79
    7.27   22  0.16  19  5 76
    9.14   14  0.12   7  3 90
    6.40   10  0.06   8  2 90
    9.33   18  0.16  12  3 86
    0.00    0  0.00   5  2 93
    8.00   14  0.11   6  3 91
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    4.00    2  0.01   6  2 92
   10.70   37  0.38   8  3 89
    4.74  177  0.82   6  3 91
    8.62   13  0.11   6  2 92
    7.20   30  0.21   7  4 89
    8.55   88  0.73   7  3 89
    8.00    6  0.05   8  3 89
   40.63  234  9.28  23  6 71
   42.67   12  0.50  18  3 79
    9.34  379  3.46   9  7 83
    7.21  105  0.74   6  3 91
    8.24   34  0.27   9  4 86
    6.79  158  1.05   9  3 88
    9.14   56  0.50   5  2 93
   95.10  124 11.56  13  5 82
    5.86  292  1.67  11  4 85
   10.11  143  1.42  10  3 87
   22.00   28  0.60  10  4 86
    0.00    0  0.00   8  3 89
   13.41   17  0.22  12  3 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   15.24  383  5.70  11  4 85
    8.51   39  0.32  11  4 85
    6.34  197  1.22  10  4 86
   11.38   39  0.43   8  4 88
   14.44  871 12.28  10  6 84
    6.92   89  0.60   7  3 89
   13.76   41  0.55  12  4 84
    8.47   17  0.14   8  3 89
    8.00    2  0.02   7  3 90
    8.00   16  0.12   8  3 89
    8.00    2  0.02   9  3 88
   20.55   65  1.30  13  4 83
   28.80    5  0.14   8  3 89
    8.73   33  0.28   8  3 88
   74.29   28  2.02   9  5 87
    5.18  206  1.04   8  3 88
    8.00    6  0.05  12  3 85
    8.44  162  1.34  10  4 86
   26.40    5  0.13   8  3 90
   14.59  231  3.29  10  8 83
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00  10  3 87
    6.45  151  0.95  11  4 86
   10.95   19  0.20   9  4 88
   13.39   23  0.30   6  3 91
   14.64   47  0.67   9  4 86
    8.00   20  0.16   6  2 91
    8.00    6  0.05   8  3 89
   11.20   10  0.11   8  4 88
   16.00    1  0.02   8  3 90
    5.13  134  0.67   8  4 89
    0.00    0  0.00   8  3 89
    9.12   43  0.38  11  3 86
    4.00    3  0.01   6  3 91
    8.67   24  0.20   8  3 89
    7.44   36  0.26   9  5 87
    9.14   14  0.12   8  3 90
    9.60    5  0.05   9  3 89
    8.62   13  0.11  10  3 87
    0.00    0  0.00   8  3 89
   11.29   17  0.19   7  3 90
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00   9  3 88
    9.87   30  0.29   9  4 88
   64.00    1  0.06   8  3 89
   27.69   26  0.70   7  3 90
    7.70   27  0.20   7  4 89
   10.67    9  0.09   7  3 90
    9.60    5  0.05  10  3 87
   10.67   33  0.34   9  3 88
    7.80  160  1.22   7  4 89
   13.20  129  1.67   7  7 87
    4.00    2  0.01   6  3 91
    7.07  218  1.51   9  4 88
    4.25  635  2.64   8  3 89
   10.63   38  0.39   7  3 90
    8.00   30  0.23   8  5 87
   11.06   51  0.55   7  3 90
    8.00    6  0.05   7  3 90
   10.96   23  0.24   7  3 90
    0.00    0  0.00   5  2 93
   13.07   30  0.38  10  3 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.70   53  0.60  10  4 86
   15.20   25  0.37   9  4 87
   26.61   23  0.59  10  4 87
   15.05   42  0.61   6  3 90
    6.34   29  0.18   7  4 89
   26.27   37  0.94   8  3 89
   62.44   64  3.88   8  4 88
   22.47  101  2.23   8  3 89
    4.00    3  0.01   6  3 92
    8.73   11  0.09   6  2 92
    4.00    4  0.02   8  3 89
   10.57   42  0.43   8  4 88
  262.00    2  0.51   6  3 91
   10.67   12  0.12   6  3 91
    6.78   23  0.15   6  3 91
    9.81   31  0.30   8  4 89
    8.00    6  0.05   9  3 89
    6.80  353  2.34   7  3 89
   13.67   55  0.73   6  5 88
   12.40  228  2.76   7  5 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    0.00    0  0.00   5  3 93
    8.48   33  0.27   7  3 90
    5.85  119  0.68   5  2 92
    8.73   11  0.09   5  3 92
    8.58   89  0.74   7  3 90
    8.00   32  0.25   6  2 92
    8.00    6  0.05   8  3 89
   16.00   16  0.25   6  3 91
    0.00    0  0.00   6  2 92
    8.62   13  0.11   5  2 93
  930.00    2  1.81   6  2 92
   10.67   39  0.40   8  4 88
   16.00    2  0.03   6  2 92
    9.33   12  0.11   5  3 91
    7.04   25  0.17   6  3 91
   13.25   16  0.21   5  3 92
    8.47   17  0.14   8  3 89
    8.53   15  0.12   6  3 91
    0.00    0  0.00  10  2 88
    9.33   12  0.11   6  2 91
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.43    7  0.08   4  2 94
    8.86   37  0.32   8  4 89
    0.00    0  0.00   6  3 90
    9.33   12  0.11   6  3 91
    4.92   13  0.06   6  3 91
   10.80   30  0.32   6  2 91
    8.89   18  0.16   8  3 89
   11.40   20  0.22   7  3 90
    7.79  148  1.13   5  6 88
   12.87  141  1.78   6  3 91
    0.00    0  0.00   5  2 93
    7.19  124  0.87   7  3 90
    5.95   84  0.49   6  3 91
   16.73   22  0.36   6  4 90
    5.64  158  0.87  10  4 86
   10.13   60  0.59  10  3 87
    9.14   21  0.19   8  3 89
    9.14   14  0.12   7  4 89
    0.00    0  0.00   5  2 93
    8.00   14  0.11   5  2 93
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   16.40   10  0.16   8  3 90
    8.59   27  0.23   8  3 88
   46.62  219  9.97  18  7 75
   14.59   85  1.21   8  5 87
    5.33    9  0.05   5  2 93
   20.73  340  6.89   9  5 86
   13.17   41  0.53   8  3 88
    8.00   16  0.12   6  2 91
    0.00    0  0.00   5  3 92
   12.38   21  0.25   5  2 92
    8.00    4  0.03   7  2 91
   23.37   51  1.16   9  3 88
    0.00    0  0.00   6  2 92
   10.95   19  0.20   7  5 88
   13.81   42  0.56   6  3 91
    9.14   14  0.12   7  2 91
   10.16   37  0.37   9  3 88
    6.64  302  1.96   5  3 92
   44.61  263 11.45   6  7 88
    8.00   14  0.11   8  3 89
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.00   16  0.14   6  2 92
   11.23   31  0.34   7  3 90
    4.00    2  0.01   8  3 90
    7.27   22  0.16   6  4 90
    6.24  197  1.20   6  3 91
    9.92   50  0.48   7  3 90
   12.00   22  0.26   8  3 90
    7.57 2311 17.08  11  6 84
   12.32   38  0.45  12  6 83
   11.36   44  0.49   9  5 86
    8.53   15  0.12   7  2 91
   15.86   57  0.88   7  3 90
   16.00    1  0.02  12  4 85
   38.45   75  2.80   7  5 88
   10.67    6  0.06   6  2 92
    9.14   28  0.25   9  4 86
    5.74  405  2.27  10  3 87
    9.41   34  0.31  11  3 86
    4.00    3  0.01  10  4 85
    8.00   16  0.12   9  3 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.62   13  0.11   9  4 88
    9.00   24  0.21   8  4 88
   22.32   31  0.67   6  3 91
   10.40   55  0.56   7  5 88
    8.89    9  0.08   6  3 91
   11.09   22  0.24   8  4 88
    8.00   20  0.16   9  3 88
   16.25   32  0.51   9  4 88
    8.44  291  2.40   7  8 86
   13.05   19  0.24   8  3 89
    7.73   15  0.11   9  4 88
   14.37  129  1.82  12  4 84
    7.51   98  0.72   8  3 89
    7.73   30  0.23   8  5 87
   10.00    8  0.08   7  3 90
    6.67  206  1.34  11  4 85
   12.62   39  0.48  12  3 84
   13.09   44  0.56  11  5 84
    4.00    1  0.00   7  3 90
   12.65   37  0.45   9  3 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.83   24  0.28  12  4 85
   26.40   55  1.41  14  5 81
   11.36   25  0.28  13  5 82
   13.37  206  2.69  10  6 84
   54.40    5  0.26   8  3 88
    7.61   31  0.23  10  3 87
   13.74   23  0.31  11  4 85
    8.11  175  1.39   9  3 87
    4.00    4  0.02   7  3 90
   11.43   21  0.23   8  4 88
    8.27   15  0.12   9  3 89
    7.64   22  0.16  12  4 84
    0.00    0  0.00   6  3 91
    8.00   27  0.21   7  4 89
    8.00    5  0.04   5  2 92
   10.18   22  0.22   6  3 91
  116.24   17  1.92   9  3 88
    7.45  224  1.63   8  4 89
   11.47  293  3.28   6  7 87
   11.69   26  0.30   7  3 90
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.33   12  0.11  12  3 85
    9.71   14  0.13   6  3 91
    4.00    1  0.00   6  3 91
   12.00   34  0.40   6  4 90
   16.00    1  0.02   6  2 92
    8.62   13  0.11   6  3 92
    6.71  223  1.46   7  3 90
   11.72   87  0.99   8  3 89
   16.63   38  0.61   6  3 91
    6.33   91  0.56   9  2 89
   10.86   28  0.30   6  3 91
    8.84   19  0.16   6  3 91
   36.00    7  0.24   6  3 91
   16.72  127  2.08  22 14 64
   13.50   24  0.32   6  3 92
   11.08   26  0.28   6  3 91
    8.42   19  0.16   8  2 90
   12.00   12  0.14   6  3 91
   10.15   13  0.13   6  3 91
   14.91   22  0.32  11  5 84
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.93   58  0.56   7  3 90
   16.15   55  0.86   6  3 90
   18.22  659 11.72   6  3 91
   12.55   65  0.79   7  6 87
    7.33    6  0.04   7  3 90
   23.57   28  0.64   7  3 90
    8.73   11  0.09   8  2 90
   10.18   22  0.22   6  2 92
    7.54  328  2.42   6  7 87
    8.89    9  0.08   6  3 92
    9.03  100  0.89   6  3 91
    7.24  115  0.82   6  3 91
    0.00    0  0.00   5  2 93
    7.92  205  1.59   6  4 90
    8.89    9  0.08   6  3 91
    9.60   25  0.23   5  2 92
    6.82  199  1.33   8  3 89
   13.47   19  0.25   6  3 91
    5.65   68  0.37   6  3 92
    7.43   14  0.10   7  3 90
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.40   20  0.16  13  5 82
   31.04 1091 33.06  19 10 71
    7.21  248  1.75   9  5 86
   11.35  178  1.98  10  6 84
   13.71   21  0.28  10  5 85
   22.85   73  1.62  12  7 80
    4.00    1  0.00  11  4 85
   16.95   38  0.63   9  3 87
    8.00   13  0.10   7  3 89
   13.90   21  0.28  13  5 82
    8.00   18  0.14  11  5 85
   17.89  770 13.45  12  5 83
   27.76  469 12.71  12  5 83
    8.82   93  0.80  11  6 83
    8.76  136  1.17   8  3 89
   18.55   44  0.79  11  5 85
   22.67    3  0.07  11  3 86
    8.53  173  1.44  10  3 87
   18.13  959 16.99  14 11 74
   11.14   28  0.30   9  4 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   15.32  624  9.34  13  6 81
   14.84 4278 62.00  24 15 61
   12.72  144  1.79  27  6 67
   17.18  416  6.97  25  8 67
   44.71   28  1.21  18  5 76
   12.48  742  9.05  24  7 69
   14.59  857 12.21  31  8 60
   70.57  381 26.28  15  5 80
   10.64  109  1.13  10  3 87
    7.54   26  0.19  10  4 86
    7.79   19  0.14  11  3 86
   13.40  136  1.79  14  4 82
   64.00    1  0.06   9  3 87
    6.67   90  0.58   9  5 86
   21.94   62  1.32  10  7 82
   10.46   26  0.26  12  3 84
   11.51  567  6.38  13  4 83
   12.09 1218 14.39  24  7 68
   11.64   11  0.12  21  5 74
    9.81   31  0.30   9  3 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    7.00   24  0.16   9  3 88
   23.59  393  9.06  10  4 86
   18.62  616 11.20  10  4 85
   10.56   64  0.66   9  5 85
    7.58   19  0.14   8  3 89
   34.75   32  1.08   9  3 88
   24.80    5  0.12  12  4 84
    6.78  219  1.45   8  5 87
   15.54  345  5.24   8  6 86
    8.67   24  0.20   8  3 89
   10.11   19  0.19  19  5 76
   13.81 1238 16.70  14  6 80
    6.43  304  1.91   8  3 89
    7.63   54  0.40  10  6 84
    8.00    6  0.05  10  3 87
    7.08  134  0.93  10  4 86
    7.18  174  1.22  12  4 85
   10.91   33  0.35  10  4 86
    9.09   11  0.10   8  4 88
    8.34   35  0.28   8  3 89
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   13.33   12  0.16  12  3 85
   31.57  596 18.36  15  9 76
   13.94   93  1.26  10  4 86
    8.57   35  0.29   9  5 86
   39.76   17  0.66   8  3 89
    8.38   64  0.52   9  4 87
   32.48   58  1.83  12  5 83
   12.11   35  0.41   9  5 86
    8.00   12  0.09   8  3 89
   12.52   31  0.38   8  3 89
    8.00   16  0.12   9  3 88
   21.58   33  0.69  11  4 85
    5.71    7  0.04  10  3 87
    7.73   44  0.33  10  5 85
   16.00    1  0.02  10  4 86
    4.80  203  0.95   9  3 88
    0.00    0  0.00  14  4 83
   10.23  232  2.32  12  7 81
   12.35  181  2.18   8  4 89
    9.33   39  0.35  11  4 85
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.82   33  0.31   9  3 88
   14.26   39  0.54   8  4 88
    0.00    0  0.00   9  3 89
    8.00   29  0.23  10  5 86
    0.00    0  0.00   9  4 87
   13.73   44  0.59   8  3 89
    5.33  177  0.92  11  4 85
    9.78   36  0.34   9  3 88
    8.62   13  0.11   9  3 88
   10.00    8  0.08   8  3 88
    8.69   35  0.30  10  4 86
    9.00    8  0.07   8  4 88
    5.79   29  0.16   7  3 89
    6.51   35  0.22  11  5 84
    8.73   11  0.09   8  3 89
    8.89    9  0.08   9  4 88
    8.89    9  0.08  10  3 87
   11.64   22  0.25   9  3 88
    8.73   11  0.09   8  3 89
    8.62   13  0.11  15  3 82
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   10.29   28  0.28  10  4 87
   62.58  213 13.02   8  5 87
   22.25  268  5.82   8  3 89
    8.25   32  0.26   8  5 87
   12.00   10  0.12  10  3 87
    9.41   17  0.16   9  3 88
    9.60   10  0.09  10  4 87
    8.36  267  2.18  10  7 83
    8.80   20  0.17  11  3 86
    9.60   10  0.09   8  3 89
    8.28  113  0.91  11  4 85
    9.17  102  0.92  11  6 83
   24.18  596 14.07  10  4 86
    9.64   44  0.41  10  5 85
   12.00   12  0.14   8  3 88
   11.85   27  0.31  12  5 84
   20.13  714 14.03  12  6 82
   15.86  202  3.13  17 12 71
    5.89  130  0.75  10  7 83
   14.33  603  8.44  33 10 58
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   20.54   74  1.48  11  4 85
    7.57   46  0.34  13  9 78
   19.59  980 18.76  15  8 77
    8.17   46  0.37  13  6 80
    9.00   16  0.14  11  3 86
    7.00   16  0.11   9  4 87
   10.13   15  0.15   9  4 87
   15.80  200  3.09  24  5 71
    9.33   12  0.11  23  4 73
    8.00   26  0.20   8  2 90
    8.26   31  0.25   8  3 89
   23.85   54  1.25  13  5 82
   35.37  521 18.00  11  5 84
    8.74   38  0.32  12  6 82
   11.74   31  0.35   9  4 87
    9.60    5  0.05   8  3 89
    7.50   16  0.12  11  3 85
    8.40  556  4.56   9  8 83
    9.33   36  0.33  10  6 84
   10.74   35  0.37  10  3 86
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.86   28  0.24   8  3 90
   21.24  147  3.05   8  3 89
   14.42   76  1.07   8  3 89
    6.70   46  0.30   9  6 85
    8.00   21  0.16  10  3 87
   12.75   32  0.40   8  4 88
    6.17  202  1.22   8  4 88
    6.29  112  0.68  10  3 88
    8.76   58  0.49  12  4 84
    9.14   35  0.31   9  3 88
    8.70   46  0.39   8  3 90
    8.26   92  0.74   7  3 90
    8.52  153  1.28   8  5 87
    4.35  102  0.44  10  6 84
   12.31   13  0.16   9  3 88
    9.60    5  0.05   9  3 89
    9.60   15  0.14   8  3 89
   11.64   11  0.12   9  3 88
    8.73   11  0.09   8  3 90
    9.50   32  0.30   8  4 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
   11.29   17  0.19   7  3 90
   13.14   28  0.36   9  4 87
   14.79   98  1.42   7  4 89
    8.00   32  0.25   8  5 87
    9.20   20  0.18  10  4 86
    6.40   10  0.06   7  3 90
    8.73   11  0.09   8  3 89
    9.17  330  2.96   8  7 85
    9.23   26  0.23   8  3 89
    8.73   22  0.19   8  3 89
    8.12  127  1.01   8  3 89
    7.93  117  0.91   7  3 90
    9.50   16  0.15   7  3 90
    8.91   53  0.46  10  5 85
   24.57   28  0.67   8  3 89
   12.00   23  0.27   8  4 89
    6.28  222  1.36   8  4 87
    4.00    1  0.00   8  3 90
    6.62   26  0.17   8  3 89
    8.55   44  0.37  10  3 87
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    8.62   26  0.22   8  3 89
    8.52  123  1.03  12  6 82
   44.94   81  3.54   9  4 87
   16.68  229  3.73  28  9 63
   10.16   37  0.37  12  4 83
   10.14   28  0.28  13  5 82
    8.62   13  0.11   9  3 88
    0.00    0  0.00   9  3 88
    8.14   29  0.23   8  3 89
    7.50   16  0.12   9  3 88
    7.48   31  0.23   9  3 88
   10.00   16  0.16   8  3 89
    8.76   21  0.18   8  3 89
    7.07  228  1.57  10  5 85
    7.38   13  0.09   9  3 88
    8.50    8  0.07   8  3 89
    7.02  134  0.92  12  4 84
   13.62  259  3.44   9  7 84
    9.33   12  0.11   8  3 90
    8.00   16  0.12   9  3 88
              disk0       cpu
    KB/t  tps  MB/s  us sy id
    9.07   30  0.26   7  3 90
    6.31  162  1.00   8  4 88
    7.21  287  2.02   9  4 88
   89.82   22  1.92   8  4 88
   11.40   20  0.22   9  3 88
   13.47   19  0.25   7  3 89
   13.71   14  0.19   9  4 87
    4.91  187  0.90  10  3 87
    7.50   16  0.12   9  3 88
   16.47   34  0.54   9  3 88
    9.03   39  0.34   8  3 89
    0.00    0  0.00   8  3 89
   10.06   33  0.32   8  4 88
   11.59  260  2.94  10  4 86
    7.64   22  0.16   8  3 88
    0.00    0  0.00   7  3 90
   21.20   20  0.41   9  3 88
